invoice_id,order_id,invoice_date,refund_date,total_invoice_gross,invoice_currency,refund_amount,invoice_status
,690070bf0f1940d0ae3a76aa,2025-12-17,2026-01-27,0,EUR,88,refunded
,68b03baa4a026d337fa047b2,2025-10-29,2026-01-27,0,EUR,44,refunded
,690a7ac9fd5be37c607eb51b,2026-01-05,2026-01-28,0,EUR,18.7,refunded
,691d83a83c472cf26ec191af,2026-01-02,2026-01-29,0,EUR,24.42,refunded
,68fbfb600f1940d0aedb9fa5,2025-12-25,2026-01-29,0,EUR,23.45,refunded
,689361543949f5d63e57f076,2025-10-06,2026-01-30,0,EUR,37.78,refunded
,693d6fc12e35b08f08f58fcf,2025-12-15,2026-01-31,0,EUR,52,refunded
,691a18adfd5be37c60a0b04d,2026-01-31,2026-01-31,0,EUR,49,refunded
,6953945698385695f1cd6b89,2026-01-30,2026-01-31,0,EUR,29,refunded
,6904ca84b5ed73ade73a5d4f,2025-12-30,2026-01-29,0,EUR,49,refunded
,6905b98fb5ed73ade7c796a0,2025-12-30,2026-01-29,0,EUR,44,refunded
,68ce52d225c5b38dd8c75880,2025-12-29,2026-01-29,0,EUR,44,refunded
,6905b826b5ed73ade7c59b4b,2025-12-30,2026-01-29,0,EUR,44,refunded
,69046dadb5ed73ade7abe4d5,2025-12-30,2026-01-29,0,EUR,44,refunded
,689c91e05e75e7add0d309f5,2025-10-13,2026-01-02,0,EUR,98,refunded
,689b63e430a219b03938384d,2025-08-13,2026-01-02,0,EUR,29.5,refunded
,68ff1ce70f1940d0aed5c84a,2026-01-02,2026-01-03,0,EUR,20.19,refunded
,68d94cfd4b403b25a08f759e,2026-01-02,2026-01-07,0,EUR,20.55,refunded
,68e6338408c4c1f738d9e6a3,2025-12-09,2026-01-08,0,EUR,22.01,refunded
,6905b593b5ed73ade7c20715,2025-12-30,2026-01-09,0,EUR,10,refunded
,68f73885f2903a2bbe547286,2026-01-10,2026-01-12,0,EUR,20.55,refunded
,69145e685c31853c8e18c0d6,2025-11-12,2026-01-12,0,EUR,70,refunded
,68aad62bf2af2924db4502df,2025-10-24,2026-01-12,0,EUR,1,refunded
,69143432fd5be37c60b07238,2026-01-12,2026-01-13,0,EUR,49,refunded
,690c523bfd5be37c600eb8f1,2026-01-06,2026-01-13,0,EUR,20.55,refunded
,69032a0cd7a1e119d4fb5d69,2025-10-30,2026-01-14,0,EUR,52,refunded
,6963a8fde931ffe8bf73b562,2026-01-12,2026-01-14,0,EUR,11.55,refunded
,690fada4e62fef6e41e2ac81,2025-11-10,2026-01-14,0,EUR,59,refunded
,690fb387fd5be37c60d85fcc,2026-01-08,2026-01-14,0,EUR,44,refunded
,6876c33d3c995d680392663e,2025-09-17,2026-01-14,0,EUR,72.25,refunded
,68c7af5e25c5b38dd8a9cdde,2025-11-17,2026-01-14,0,EUR,62.29,refunded
,69034fe5b5ed73ade797d94c,2025-12-30,2026-01-14,0,EUR,44,refunded
,68e2c1534b403b25a05322ba,2026-01-12,2026-01-14,0,EUR,25.55,refunded
,69109319dc7737a459d2511b,2025-11-10,2026-01-15,0,EUR,52,refunded
,691c21e2fd5be37c60960cc1,2026-01-14,2026-01-15,0,EUR,10,refunded
,68e8a3b308c4c1f738201f81,2025-12-10,2026-01-15,0,EUR,39,refunded
,68eb51f408c4c1f73802bd31,2025-12-12,2026-01-16,0,EUR,14,refunded
,6919b53dfd5be37c605234e0,2026-01-16,2026-01-19,0,EUR,20.55,refunded
,69668e874773e5e20d6e6d0d,2026-01-15,2026-01-19,0,EUR,11.55,refunded
,691df8c03c472cf26e864686,2026-01-19,2026-01-20,0,EUR,20.55,refunded
,696941a7c3a077c8c8f94b59,2026-01-18,2026-01-20,0,EUR,11.55,refunded
,695cbb85b92ce936628427fd,2026-01-06,2026-01-20,0,EUR,6.48,refunded
,6948fc2a5094edcbb46e2f59,2025-12-25,2026-01-21,0,EUR,59,refunded
,68999a923949f5d63edbf6d9,2025-10-19,2026-01-22,0,EUR,88,refunded
,68eadcd0039cb76c814eca58,2026-01-21,2026-01-22,0,EUR,50,refunded
,69202b873c472cf26ea797f8,2026-01-21,2026-01-27,0,EUR,20.55,refunded
,692404cb3c472cf26e3c1565,2026-01-24,2026-01-28,0,EUR,20.55,refunded
,68ea00af08c4c1f73848dfaa,2025-12-11,2026-01-30,0,EUR,16.06,refunded
,68db0e244b403b25a04ae2ea,2025-11-27,2026-01-05,0,EUR,24.4,refunded
,69076018b5ed73ade7d8a32e,2026-01-02,2026-01-06,0,EUR,20.55,refunded
,6908581ab5ed73ade763f788,2026-01-06,2026-01-07,0,EUR,20.19,refunded
,693b058a6ae151e3493211fb,2025-12-12,2026-01-08,0,EUR,26,refunded
,67f12639fa808c47b01b6ae6,2025-06-02,2026-01-08,0,EUR,44,refunded
,68e8acd808c4c1f7382d8adf,2025-11-11,2026-01-09,0,EUR,18.68,refunded
,68d399c34b403b25a0ef938d,2025-10-10,2026-01-09,0,EUR,18.68,refunded
,686234141f619494ec27a776,2025-07-30,2026-01-09,0,EUR,18.76,refunded
,68a98a52f2af2924dbf60685,2025-10-23,2026-01-09,0,EUR,44,refunded
,68a7a8906c8e9aaeac6ef9da,2025-08-24,2026-01-09,0,EUR,52,refunded
,6953a5f95caa65a65cf441e8,2025-12-30,2026-01-16,0,EUR,299,refunded
,69216cfb3c472cf26eab1bf6,2025-12-20,2026-01-16,0,EUR,50,refunded
,696f68a91228ec391448dda5,2026-01-20,2026-01-21,0,EUR,174,refunded
,691c1c26fd5be37c608cfbca,2026-01-22,2026-01-23,0,EUR,25.55,refunded
,68cdfac925c5b38dd8a137e0,2025-11-21,2026-01-26,0,EUR,16.06,refunded
,6952665d98385695f17febb5,2026-01-26,2026-01-28,0,EUR,249,refunded
,684c248654d91ea9d159ee17,2025-06-13,2026-01-30,0,EUR,59,refunded
,68c50c2425c5b38dd85f787b,2025-11-13,2026-01-02,0,EUR,16.06,refunded
,68c8fd5525c5b38dd8fa77d9,2025-11-17,2026-01-02,0,EUR,26.06,refunded
,68dfdc9167b1e2b2eccea94f,2025-10-06,2026-01-08,0,EUR,26,refunded
,68dfdeb94b403b25a0d7ef6e,2025-12-05,2026-01-08,0,EUR,88,refunded
,690b4f61fd5be37c603e0a90,2026-01-06,2026-01-08,0,EUR,25.55,refunded
,68c9c9f825c5b38dd8fc8085,2025-11-27,2026-01-09,0,EUR,98,refunded
,6907d45a5d9b20d30449d6c4,2025-11-03,2026-01-12,0,EUR,59,refunded
,68e36b0e4b403b25a0af2f85,2025-12-08,2026-01-19,0,EUR,16.06,refunded
,694a9d157414d2c4bc0c4a1b,2025-12-23,2026-01-19,0,EUR,17.84,refunded
,68fb98cb15d05f683fb77157,2025-10-29,2026-01-19,0,EUR,23.5,refunded
,68fe7cd50f1940d0ae882094,2025-12-29,2026-01-19,0,EUR,31,refunded
,69773924c9f712366fb500c0,2026-01-26,2026-01-28,0,EUR,29.5,refunded
,695b7bea8fcee068fe866271,2026-01-05,2026-01-06,0,EUR,299,refunded
,695bd92c420beed6ff4ba2fe,2026-01-06,2026-01-06,0,EUR,199,refunded
,695cfd6a82c3972044e89e0a,2026-01-06,2026-01-06,0,EUR,349,refunded
,694cd3c85caa65a65c98cc40,2025-12-31,2026-01-07,0,EUR,199,refunded
,689ede005e75e7add074511e,2025-10-15,2026-01-08,0,EUR,16.06,refunded
,68aab3c2f2af2924db380e52,2025-10-31,2026-01-12,0,EUR,39.08,refunded
,69313078978be2b301b8bb6d,2025-12-12,2026-01-14,0,EUR,199,refunded
,684e6d1c304e53e6bfc13b51,2025-08-15,2026-01-20,0,EUR,37.1,refunded
,695176cb410218b730d04e00,2025-12-29,2026-01-02,0,EUR,44,refunded
,690a472db5ed73ade7a07d45,2026-01-04,2026-01-05,0,EUR,49,refunded
,69078900e6e6ad05c8f10a19,2025-11-04,2026-01-05,0,EUR,88,refunded
,695a0f4a546c9dcf684a9e85,2026-01-05,2026-01-06,0,EUR,31,refunded
,68fc84450f1940d0ae163911,2026-01-09,2026-01-09,0,EUR,49,refunded
,68ba8c524a026d337f6774fe,2025-11-05,2026-01-10,0,EUR,39,refunded
,68ef490608c4c1f738761abd,2026-01-08,2026-01-10,0,EUR,19.5,refunded
,6910e5c2fd5be37c608dc822,2026-01-09,2026-01-10,0,EUR,44,refunded
,69104429fd5be37c600c930d,2026-01-12,2026-01-12,0,EUR,44,refunded
,6911907ffd5be37c60e3a4d2,2026-01-12,2026-01-12,0,EUR,44,refunded
,690240ef54f16a138a436cc2,2025-10-29,2026-01-12,0,EUR,52,refunded
,6913348b0b3b302be5d6849b,2025-11-12,2026-01-12,0,EUR,47,refunded
,690e833b21779dec13311b88,2025-11-08,2026-01-20,0,EUR,59,refunded
,6931f04399ae9fa9ae233ac2,2025-12-05,2026-01-22,0,EUR,19.4,refunded
,68a32a3c0b209758fedbcc43,2025-10-20,2026-01-26,0,EUR,37.65,refunded
,694e7eec7558c9b16cc60117,2025-12-29,2026-01-26,0,EUR,78,refunded
,69246f313c472cf26e07e438,2026-01-26,2026-01-27,0,EUR,49,refunded
,6924088a3c472cf26e4195bd,2026-01-26,2026-01-27,0,EUR,44,refunded
,69173a42fd5be37c60d981ca,2026-01-28,2026-01-28,0,EUR,49,refunded
,6928c33e3c472cf26edafe35,2026-01-27,2026-01-28,0,EUR,44,refunded
,69158f8bfd5be37c60fb4791,2026-01-13,2026-01-29,0,EUR,44,refunded
,6885c67a44a4d3aa900c2b6d,2025-09-27,2026-01-30,0,EUR,18.24,refunded
,68fbc168a5fd83aafa188202,2025-10-25,2026-01-30,0,EUR,26,refunded
,68fbc4130f1940d0aeaec901,2025-12-29,2026-01-30,0,EUR,88,refunded
,69341f9799ae9fa9ae367f26,2025-12-08,2026-01-02,0,EUR,29,refunded
,6906a9dab5ed73ade774466b,2026-01-02,2026-01-02,0,EUR,49,refunded
,69020f700f1940d0aeede50f,2025-12-29,2026-01-02,0,EUR,25.83,refunded
,6903ba91b5ed73ade752a684,2025-12-30,2026-01-05,0,EUR,44,refunded
,6969645f5b86275c714c3aab,2026-01-19,2026-01-22,0,EUR,59,refunded
,68eb55ee08c4c1f738071a08,2026-01-19,2026-01-23,0,EUR,4.03,refunded
,6945006398385695f174a025,2026-01-23,2026-01-23,0,EUR,28,refunded
,69255c9f3c472cf26ec0cb42,2026-01-25,2026-01-26,0,EUR,44,refunded
,6971fb45da61200d9b3bc2a9,2026-01-23,2026-01-26,0,EUR,23.45,refunded
,68f9de2a1424c53a7c38de70,2025-10-23,2026-01-30,0,EUR,70,refunded
,68f9dfed0f1940d0aec73851,2026-01-28,2026-01-30,0,EUR,44,refunded
,69747001b44dc8f5cfbc4c65,2026-01-29,2026-01-30,0,EUR,35,refunded
,696800794608c51ef510939c,2026-01-15,2026-01-20,0,EUR,174,refunded
,694ab43d98385695f17c7f5d,2026-01-22,2026-01-22,0,EUR,399,refunded
,69538bfb98385695f1b3cead,2026-01-26,2026-01-27,0,EUR,249,refunded
,694b9e7398385695f1fb6400,2026-01-24,2026-01-27,0,EUR,49,refunded
,68e3acd54b403b25a01d4729,2025-12-08,2026-01-07,0,EUR,41.1,refunded
,68da37d24b403b25a02b1aac,2025-12-04,2026-01-08,0,EUR,49,refunded
,693140733c472cf26e1fb4f0,2026-01-05,2026-01-08,0,EUR,49,refunded
,6934b7e8326fe1b547f7d638,2025-12-08,2026-01-09,0,EUR,299,refunded
,6955d07d8e750fb539bdd459,2026-01-02,2026-01-12,0,EUR,199,refunded
,69634f24030c6ac905297c41,2026-01-12,2026-01-13,0,EUR,199,refunded
,691ddf293c472cf26e6a7768,2026-01-20,2026-01-21,0,EUR,32.9,refunded
,6962c455996629007fb715d6,2026-01-14,2026-01-21,0,EUR,26,refunded
,696cfe9afda12a4e2c65fc25,2026-01-20,2026-01-21,0,EUR,249,refunded
,68fbfb600f1940d0aedb9fa5,2025-12-25,2026-01-27,0,EUR,41.1,refunded
,69594ef3546c9dcf6845ae4e,2026-01-05,2026-01-27,0,EUR,199,refunded
,69450d0698385695f18a110e,2026-01-19,2026-01-27,0,EUR,249,refunded
,69450b74834793b8332c447c,2025-12-22,2026-01-27,0,EUR,199,refunded
,695149b798385695f1412a0b,2026-01-26,2026-01-30,0,EUR,349,refunded
,6956f5f598385695f1e21d3a,2026-01-29,2026-01-31,0,EUR,249,refunded
,69713f160b777993613f9613,2026-01-30,2026-01-31,0,EUR,174,refunded
,69522e3698385695f1eb6ffa,2026-01-30,2026-01-31,0,EUR,249,refunded
,69517b7c5094edcbb4cd4633,2025-12-29,2026-01-06,0,EUR,26,refunded
,68f5f17cad110537d7e1435d,2025-10-20,2026-01-08,0,EUR,26,refunded
,68f5f350f2903a2bbe0278d9,2025-12-22,2026-01-08,0,EUR,44,refunded
,68c270a24a026d337fe5120b,2026-01-11,2026-01-12,0,EUR,44,refunded
,68ff1dd90f1940d0aed74c0f,2025-12-31,2026-01-13,0,EUR,20.55,refunded
,68e6864c08c4c1f7383c5fc1,2026-01-10,2026-01-14,0,EUR,44,refunded
,6912447ffd5be37c60f13548,2026-01-10,2026-01-14,0,EUR,20.55,refunded
,68e684e31aa8f7fb3409b61b,2025-10-09,2026-01-14,0,EUR,52,refunded
,68ecbab708c4c1f738fb9cfb,2025-12-15,2026-01-16,0,EUR,20.54,refunded
,6904a4f1b5ed73ade70ba3c7,2025-12-30,2026-01-19,0,EUR,20.55,refunded
,68f5d23af2903a2bbece6f1a,2025-12-20,2026-01-21,0,EUR,39.42,refunded
,68edafc208c4c1f73803b76d,2026-01-05,2026-01-21,0,EUR,20.55,refunded
,691c8525fd5be37c6047f5e4,2026-01-18,2026-01-23,0,EUR,20.55,refunded
,68ed110908c4c1f73883e4f0,2026-01-18,2026-01-23,0,EUR,20.55,refunded
,6956a2df546c9dcf682367e4,2026-01-02,2026-01-23,0,EUR,29,refunded
,68618a571f619494ec02f2fb,2025-09-16,2026-01-27,0,EUR,20,refunded
,6975204803ddfca5321ae9d6,2026-01-26,2026-01-28,0,EUR,6.05,refunded
,69693d2529d49db502fac820,2026-01-16,2026-01-28,0,EUR,11.55,refunded
,68fea30cbc2a69b37d677051,2025-10-27,2026-01-15,0,EUR,59,refunded
,68efe3fc08c4c1f7383262b6,2025-12-15,2026-01-15,0,EUR,37.4,refunded
,68fe8a8ebc6c9a7feabd23cf,2025-10-29,2026-01-15,0,EUR,52,refunded
,6913490afd5be37c6001677a,2026-01-13,2026-01-15,0,EUR,25.55,refunded
,690477c9b5ed73ade7b88562,2025-12-30,2026-01-19,0,EUR,24,refunded
,696b894906652ac87240af83,2026-01-20,2026-01-20,0,EUR,26,refunded
,68bbdc6a4a026d337f35521e,2025-11-20,2026-01-20,0,EUR,73,refunded
,686a1af7139dd37cffb997b2,2025-09-06,2026-01-20,0,EUR,34,refunded
,68cdacd025c5b38dd87ed08f,2025-11-19,2026-01-20,0,EUR,39,refunded
,691d71493c472cf26ea39554,2026-01-19,2026-01-20,0,EUR,44,refunded
,6969d3d82626a5792387fdcc,2026-01-20,2026-01-21,0,EUR,6.56,refunded
,692703eb3c472cf26ede802c,2026-01-26,2026-01-26,0,EUR,20.39,refunded
,69709248a3dcc3a9bc419cfd,2026-01-21,2026-01-27,0,EUR,1.42,refunded
,696b55613f174817c02567fa,2026-01-26,2026-01-28,0,EUR,20.55,refunded
,6952ecc9410218b730ef355f,2025-12-30,2026-01-02,0,EUR,299,refunded
,6958d6f57b7fb817a6eb7c18,2026-01-03,2026-01-05,0,EUR,199,refunded
,694ec64c410218b730adbb77,2025-12-29,2026-01-05,0,EUR,299,refunded
,695667d322458c6722128240,2026-01-02,2026-01-05,0,EUR,199,refunded
,6956e9ae6b6e6822993eca50,2026-01-02,2026-01-05,0,EUR,199,refunded
,694bbb677558c9b16cb440fc,2025-12-25,2026-01-07,0,EUR,299,refunded
,693928793c472cf26e9d405d,2026-01-06,2026-01-07,0,EUR,30,refunded
,68bfc78a4a026d337f875d56,2025-10-09,2026-01-07,0,EUR,49,refunded
,6953ee367414d2c4bc7e5f5f,2025-12-31,2026-01-07,0,EUR,199,refunded
,69296edc3c472cf26e6a1711,2025-12-22,2026-01-07,0,EUR,249,refunded
,68e757d308c4c1f738b5ac91,2025-11-10,2026-01-07,0,EUR,49,refunded
,695db2823448a3ec9987f7e3,2026-01-07,2026-01-08,0,EUR,199,refunded
,6937b8ebd9f0fdae97530ae0,2025-12-19,2026-01-08,0,EUR,7.02,refunded
,693465306224e7d2403dbc7f,2025-12-23,2026-01-08,0,EUR,299,refunded
,69403e7a2add57a4db48e56d,2025-12-17,2026-01-08,0,EUR,299,refunded
,68eff2a5f2903a2bbeb56f21,2025-12-15,2026-01-09,0,EUR,44,refunded
,693c17633c472cf26eb693f8,2026-01-09,2026-01-09,0,EUR,249,refunded
,695b5839cf74fd175b109f29,2026-01-08,2026-01-12,0,EUR,299,refunded
,696147b0996629007fa9a8df,2026-01-12,2026-01-12,0,EUR,199,refunded
,695ead09e94df701011b6f4c,2026-01-08,2026-01-13,0,EUR,199,refunded
,69122246fd5be37c60cdeb4b,2026-01-10,2026-01-14,0,EUR,23.83,refunded
,68da37984b403b25a02ad613,2025-12-10,2026-01-14,0,EUR,88,refunded
,68b00b1b4a026d337f48613a,2025-09-29,2026-01-14,0,EUR,49,refunded
,696a14918ac19f9b03c7b3ba,2026-01-21,2026-01-21,0,EUR,349,refunded
,68f4df0c45fc2b3b22c416b7,2025-10-20,2026-01-22,0,EUR,59,refunded
,68f4e046f2903a2bbe4a261c,2025-12-19,2026-01-22,0,EUR,49,refunded
,6956f4ea7b7fb817a6d3aa9c,2026-01-12,2026-01-22,0,EUR,25,refunded
,68e5706e08c4c1f7385ac2ce,2026-01-12,2026-01-23,0,EUR,20.55,refunded
,69515f0998385695f15a1c70,2026-01-24,2026-01-24,0,EUR,399,refunded
,6957cd1798385695f1c52188,2026-01-23,2026-01-24,0,EUR,30,refunded
,697373b4885a116289519f3a,2026-01-23,2026-01-26,0,EUR,274,refunded
,69537a8f98385695f18ef16c,2026-01-26,2026-01-27,0,EUR,299,refunded
,6924821a5ccf1be00e1542cf,2025-11-27,2026-01-29,0,EUR,52,refunded
,68e7f44b08c4c1f738bc394e,2025-12-09,2026-01-29,0,EUR,49,refunded
,697a054b5b9bbdc9771f16b6,2026-01-28,2026-01-30,0,EUR,199,refunded
,697c9e28d478e6a01070843a,2026-01-30,2026-01-30,0,EUR,174,refunded
695e13c066552c2ab7f35916,6935acaf3c472cf26e426e0e,2026-01-07,,29,EUR,0,paid
697cbd54f5ad2b0c8644c72b,6953945698385695f1cd6b89,2026-01-30,,29,EUR,0,paid
696cf230fda12a4e2c654f29,6943b17998385695f132a6c0,2026-01-18,,29,EUR,0,paid
6957c9e1e95965fa79217c2d,694da3f354a06254247366bb,2026-01-02,,29,EUR,0,paid
696cf9ee8ac19f9b03ea9162,69295a7e3c472cf26e36d1e7,2026-01-18,,29,EUR,0,paid
69787d815c7da764ddc36af1,6977554a5b9bbdc977ece849,2026-01-27,,29,EUR,0,paid
69660f35996629007fe25b6b,69655c30089de1ebe9f302c6,2026-01-13,,29,EUR,0,paid
6979dd70b44dc8f5cf0e381d,6977d61584edb169cc504eea,2026-01-28,,29,EUR,0,paid
6973421f03ddfca532015bd5,697271fcc9f712366f7d213d,2026-01-23,,29,EUR,0,paid
696f5dd08f44618f1933ceff,6960b944b11cafc3d73fb310,2026-01-20,,29,EUR,0,paid
697384c38483830cf180c913,697285628483830cf1719fff,2026-01-23,,29,EUR,0,paid
697b14da8483830cf1ee3e0c,697389068483830cf1815542,2026-01-29,,29,EUR,0,paid
69675b96fa8110e1f7aee3b6,69675104276f1b3de27c77dd,2026-01-14,,29,EUR,0,paid
697dd640d478e6a010809824,6976a5495b9bbdc977e2a843,2026-01-31,,29,EUR,0,paid
696908c80dbab5889cfda3de,6967a9bfd44bbc4050663b29,2026-01-15,,29,EUR,0,paid
696896be8c417c51a78fae31,6968022b97881ff5439d4e60,2026-01-15,,29,EUR,0,paid
69577f0e420beed6ff0e674f,6954f02922458c67220388ba,2026-01-02,,29,EUR,0,paid
696d34e9e1a18188711b67d7,696b7f9a06652ac8724025a8,2026-01-18,,29,EUR,0,paid
69772d93c9f712366fb39a98,6976277c8483830cf19bd807,2026-01-26,,29,EUR,0,paid
6978de9fb76be2bb7f67a8b5,69787a50b76be2bb7f5b7415,2026-01-27,,29,EUR,0,paid
69707cb8a48f4358c0ca4447,696f8727a3dcc3a9bc347352,2026-01-21,,29,EUR,0,paid
69773fa38483830cf1a8e5ec,6973bce7b44dc8f5cfb8b88f,2026-01-26,,29,EUR,0,paid
6972006de8c6050c91b8a935,69712fe0e8c6050c91af0d09,2026-01-22,,29,EUR,0,paid
69774b7a5b9bbdc977eadeb2,6974fc218483830cf1916db2,2026-01-26,,29,EUR,0,paid
697e963f535c00767cd92fc6,697e4f6ff5ad2b0c86577821,2026-01-31,,29,EUR,0,paid
69624c7d996629007fb0cbc0,696186cbb11cafc3d74e09a2,2026-01-10,,29,EUR,0,paid
696e3bc306652ac87266b07d,696cb60265e5d24e9c884ea9,2026-01-19,,29,EUR,0,paid
69579d436b6e68229946ca52,6956a2df546c9dcf682367e4,2026-01-02,,29,EUR,0,paid
6973740c8483830cf17f00e0,69735c9403ddfca532045cf9,2026-01-23,,29,EUR,0,paid
6978ac3b5c7da764ddca06a1,69771de18483830cf1a48b7a,2026-01-27,,29,EUR,0,paid
697e028b100980e4d7bef28a,69791aafc9f712366fdee33b,2026-01-31,,29,EUR,0,paid
6957b91de95965fa79200464,691437f5fd5be37c60b62a6b,2026-01-02,,34,EUR,0,paid
695787e78cd4845b9feb19c8,6936810e3c472cf26eb148b0,2026-01-02,,34,EUR,0,paid
695776588cd4845b9fe990c4,690705e6b5ed73ade78ec1cc,2026-01-02,,34,EUR,0,paid
6958cedf8cd4845b9fee7f22,692ff3e03c472cf26ef0edca,2026-01-03,,34,EUR,0,paid
695b9d4922458c672250471c,6901c1c60f1940d0ae7988bc,2026-01-05,,34,EUR,0,paid
695ce3e8b92ce93662887a4c,693293973c472cf26e457eb7,2026-01-06,,34,EUR,0,paid
695f867ce94df70101248e78,69368aab3c472cf26ec12df7,2026-01-08,,34,EUR,0,paid
6964e68f79df16b1717ba222,693bd46a3c472cf26e4b9500,2026-01-12,,34,EUR,0,paid
696622dc79df16b171900a61,693d16363c472cf26e44bd5d,2026-01-13,,34,EUR,0,paid
69693a901f90cdaf7b889762,693fb3963c472cf26ec652d1,2026-01-15,,34,EUR,0,paid
696abfa44253c4496672ed46,692e957b3c472cf26e90074f,2026-01-16,,34,EUR,0,paid
696f68d70756c218398015a3,69450c1c98385695f1887a11,2026-01-20,,34,EUR,0,paid
6975c559349758182a908666,694ce30f98385695f1904e86,2026-01-25,,34,EUR,0,paid
69772030349758182a93d597,693bc4b63c472cf26e3151b9,2026-01-26,,34,EUR,0,paid
697a6205c9f712366ff4044b,694f9d7e98385695f17f4595,2026-01-28,,34,EUR,0,paid
697a29b48483830cf1e34c16,6950e52798385695f1b32550,2026-01-28,,34,EUR,0,paid
697b17a584edb169cc83250c,692406e73c472cf26e3efa1a,2026-01-29,,34,EUR,0,paid
697c7b9da4de559da144c915,692561c73c472cf26ecab8ca,2026-01-30,,34,EUR,0,paid
697c5f42dde9a4c55dd527f4,6953963798385695f1d2e51a,2026-01-30,,34,EUR,0,paid
6957addbac3e85d4526eda69,692e980f3c472cf26e93767c,2026-01-02,,34,EUR,0,paid
695a336822458c67223e5042,692ff32c3c472cf26eeff84d,2026-01-04,,34,EUR,0,paid
697c63dadde9a4c55dd55c84,692559943c472cf26eba44d1,2026-01-30,,34,EUR,0,paid
697cd5400adeaac5eee7b5c3,6950ea8d98385695f1bb8b0a,2026-01-30,,34,EUR,0,paid
695778ae8cd4845b9fe9d5e6,692e94133c472cf26e8e01ec,2026-01-02,,39,EUR,0,paid
