order_id,customer_id,product_name,order_date,order_paid_date,user_country,order_currency,order_amount,refund_amount,order_status
696e2dae48a2392dbe8e6ef7,696e2dad6b2c86a53b0e881f,occ_bimonthly,2026-01-19 13:12:14.721 UTC,2026-01-19 14:41:55.436 UTC,DE,EUR,59,0,paid
69255c293c472cf26ebfd516,65620578c592e1002970db28,occ_bimonthly,2025-11-25 07:35:05.815 UTC,2026-01-26 10:27:57.829 UTC,DE,EUR,88,0,partially_paid
696a1c3a3f174817c0164edd,696a1c39402404ece76a00d7,occ_bimonthly,2026-01-16 11:08:42.181 UTC,2026-01-16 16:15:37.928 UTC,DE,EUR,70,0,paid
697a6a1203ddfca5326fb1f6,697a6a115b9bbdc9772773f4,occ_bimonthly,2026-01-28 19:57:06.946 UTC,2026-01-31 23:52:12.056 UTC,DE,EUR,52,0,partially_paid
690b034efd5be37c60c78453,677a780b2b10f8a3efe9a1bf,occ_bimonthly,2025-11-05 07:57:02.95 UTC,2026-01-06 13:32:15.275 UTC,DE,EUR,88,0,paid
697c780aa4de559da1444c41,697c7809665ce5ddc2e2f494,occ_bimonthly,2026-01-30 09:21:14.283 UTC,2026-01-30 10:35:26.297 UTC,DE,EUR,52,0,partially_paid
69789b4a5b9bbdc977050355,69789b4903ddfca5324cf55a,occ_bimonthly,2026-01-27 11:02:34.302 UTC,2026-01-27 16:34:02.008 UTC,DE,EUR,52,0,partially_paid
6975e09cb44dc8f5cfcafbe3,6975e09bb44dc8f5cfcafb83,occ_once,2026-01-25 09:21:32.295 UTC,2026-01-25 12:40:00.846 UTC,DE,EUR,59,0,paid
6912e5fdfd5be37c604ef11d,68c349cf57ffca26844f7e96,occ_bimonthly,2025-11-11 07:30:05.722 UTC,2026-01-02 08:45:08.476 UTC,DE,EUR,88,0,paid
691ad6b7fd5be37c6013bc22,62c5f9466c2c5800275fd43c,occ_bimonthly,2025-11-17 08:03:03.294 UTC,2026-01-18 20:48:43.627 UTC,DE,EUR,88,0,paid
691acc68fd5be37c600290dc,659d8d59bad3eb00287d3152,occ_bimonthly,2025-11-17 07:19:04.315 UTC,2026-01-19 10:15:00.115 UTC,DE,EUR,88,0,paid
69119787fd5be37c60ee83af,6575d237b482060029f4ea27,occ_bimonthly,2025-11-10 07:43:03.853 UTC,2026-01-10 08:20:08.23 UTC,DE,EUR,116,0,paid
69182a1ffd5be37c6069849a,62421b492d108c0025ab6f31,occ_bimonthly,2025-11-15 07:22:07.692 UTC,2026-01-15 07:55:42.434 UTC,DE,EUR,74,0,paid
68efa76608c4c1f738f019cd,68ee812ec99547f5e873cc8f,occ_bimonthly,2025-10-15 13:53:42.201 UTC,2026-01-20 08:35:09.84 UTC,DE,EUR,88,0,paid
690b038cfd5be37c60c7d69c,63d50293dd48bd00288f1b4a,occ_bimonthly,2025-11-05 07:58:04.349 UTC,2026-01-06 10:03:48.018 UTC,DE,EUR,88,0,paid
6909b7e5b5ed73ade7d34617,61cc425db4ca900024500a15,occ_bimonthly,2025-11-04 08:23:01.986 UTC,2026-01-04 07:50:11.461 UTC,DE,EUR,62,0,paid
6929704d3c472cf26e6ddc06,666df98ab2742d710ce328c9,occ_bimonthly,2025-11-28 09:50:05.622 UTC,2026-01-28 20:35:29.226 UTC,DE,EUR,88,0,partially_paid
69450f6498385695f18eee3a,67e252383b19e55c9283319a,occ_bimonthly,2025-12-19 08:40:04.643 UTC,2026-01-19 09:27:25.458 UTC,DE,EUR,88,0,paid
6949c2ca98385695f195b613,6949c0fe232b8f244e406630,occ_bimonthly,2025-12-22 22:14:34.144 UTC,2026-01-22 14:15:48.868 UTC,DE,EUR,88,0,paid
690c4d15fd5be37c60080465,67ca031e08f7f5185127e51c,occ_bimonthly,2025-11-06 07:24:05.841 UTC,2026-01-06 10:42:59.86 UTC,DE,EUR,98,0,paid
692558a23c472cf26eb8af33,67228e42be03440c5d50122a,occ_bimonthly,2025-11-25 07:20:02.376 UTC,2026-01-25 07:46:00.422 UTC,DE,EUR,88,0,partially_paid
691ec5d53c472cf26e008700,655b536a86bb5000285722bb,occ_bimonthly,2025-11-20 07:40:05.025 UTC,2026-01-20 10:52:01.063 UTC,DE,EUR,88,0,paid
697cd344535c00767cc557bf,697cd343c8eb28f2bcc5aadc,occ_bimonthly,2026-01-30 15:50:28.782 UTC,2026-01-31 11:15:01.527 UTC,DE,EUR,78,0,partially_paid
6928df003c472cf26ef227eb,681bf3eb120e4fc2a43f4d45,occ_bimonthly,2025-11-27 23:30:08.779 UTC,2026-01-27 08:10:10.278 UTC,DE,EUR,98,0,partially_paid
691aca86fd5be37c60ffb7fb,68c9c2b9408a193fcccec25b,occ_bimonthly,2025-11-17 07:11:02.21 UTC,2026-01-10 13:36:19.8 UTC,DE,EUR,88,0,paid
6932940e3c472cf26e46264b,668d11aa7bb8859a4ee56f5f,occ_monthly,2025-12-05 08:13:02.554 UTC,2026-01-06 11:44:31.955 UTC,DE,EUR,49,0,paid
696943a90dbab5889c026ba7,6940532a6b2453cd05a697f7,occ_once,2026-01-15 19:44:41.351 UTC,2026-01-16 10:25:12.699 UTC,DE,EUR,59,0,paid
6937d5233c472cf26e2840bc,66f1d8bf2ef9d42bec231402,occ_monthly,2025-12-09 07:52:03.101 UTC,2026-01-14 10:59:35.134 UTC,DE,EUR,49,0,paid
693a7fa43c472cf26e039908,6787ce99d09b2f73d8881cec,occ_monthly,2025-12-11 08:24:04.024 UTC,2026-01-12 11:27:17.956 UTC,DE,EUR,49,0,paid
691f38563c472cf26efc1998,6888dabf89d272689bb40f32,occ_bimonthly,2025-11-20 15:48:38.856 UTC,2026-01-20 08:30:10.41 UTC,DE,EUR,88,0,paid
690d9fbffd5be37c604cbf1b,666acb577a4a4f44774feead,occ_bimonthly,2025-11-07 07:29:03.076 UTC,2026-01-07 12:51:16.284 UTC,DE,EUR,88,0,paid
6979d48f5c7da764dddba814,69278ba0f5ff29d4340926a1,occ_bimonthly,2026-01-28 09:19:11.367 UTC,2026-01-28 13:03:08.62 UTC,DE,EUR,78,0,partially_paid
69296aab3c472cf26e5cf274,62e95104f703cc002b44eff1,occ_bimonthly,2025-11-28 09:26:03.939 UTC,2026-01-28 09:05:30.915 UTC,DE,EUR,88,0,partially_paid
69103feffd5be37c6007dc7f,681ca4e69933a717b5d4c81b,occ_bimonthly,2025-11-09 07:17:03.465 UTC,2026-01-09 07:40:11.568 UTC,DE,EUR,88,0,paid
692968cb3c472cf26e5872b1,63d69aac3325c6002719cbfe,occ_bimonthly,2025-11-28 09:18:03.965 UTC,2026-01-28 19:10:46.113 UTC,DE,EUR,88,0,partially_paid
692558df3c472cf26eb90939,66e97f44954b9d5982b72667,occ_bimonthly,2025-11-25 07:21:03.105 UTC,2026-01-25 07:45:11.475 UTC,DE,EUR,88,0,partially_paid
691a2e51fd5be37c60b4cb9d,6893cc2129ad156032ff0093,occ_bimonthly,2025-11-16 20:04:33.543 UTC,2026-01-16 11:56:03.978 UTC,DE,EUR,98,0,paid
690af93bfd5be37c60b69997,6282853145ea3b0026c78f46,occ_bimonthly,2025-11-05 07:14:03.583 UTC,2026-01-23 07:35:10.827 UTC,DE,EUR,88,0,paid
6968337ae4ebd05bf544b7c4,69683379e4ebd05bf544b762,occ_bimonthly,2026-01-15 00:23:22.74 UTC,2026-01-15 13:06:55.276 UTC,DE,EUR,52,0,paid
6912ed3ffd5be37c605c8884,63a74801ce82730028c95082,occ_bimonthly,2025-11-11 08:01:03.654 UTC,2026-01-12 10:59:34.204 UTC,DE,EUR,88,0,paid
690ef44bfd5be37c60605056,68bec00f62ef9f7af23f439e,occ_bimonthly,2025-11-08 07:42:03.371 UTC,2026-01-28 12:38:17.137 UTC,DE,EUR,116,0,partially_paid
69725f5184edb169cc045c5c,69725f5084edb169cc045bfa,occ_bimonthly,2026-01-22 17:33:05.68 UTC,2026-01-27 10:13:59.55 UTC,DE,EUR,52,0,paid
690ef792fd5be37c60643f95,61d98ecef6ffb60026af0d27,occ_bimonthly,2025-11-08 07:56:02.267 UTC,2026-01-08 11:06:26.64 UTC,DE,EUR,92.9,0,paid
696cf16d3f174817c038bfd3,696cf16a48a2392dbe77e6aa,occ_bimonthly,2026-01-18 14:42:53.324 UTC,2026-01-22 10:48:08.414 UTC,DE,EUR,70,0,paid
6978a36812825e904e412b26,6817caf342f46405a9ef4aa1,occ_once,2026-01-27 11:37:12.491 UTC,2026-01-27 13:57:08.11 UTC,DE,EUR,59,0,paid
6929589e3c472cf26e336235,674c9b401700ed19f3a580ff,occ_bimonthly,2025-11-28 08:09:02.497 UTC,2026-01-28 10:20:36.252 UTC,DE,EUR,92.9,0,partially_paid
69070625b5ed73ade78f03d6,655e04aee2168600278ffebf,occ_bimonthly,2025-11-02 07:20:05.046 UTC,2026-01-02 14:31:54.628 UTC,DE,EUR,98,0,paid
693bd0ab3c472cf26e4625d3,606e17b02bc0c90025b87629,occ_monthly,2025-12-12 08:22:03.336 UTC,2026-01-12 14:04:07.876 UTC,DE,EUR,49,0,paid
693fcd5f3c472cf26efa396c,680fed78bb64637f5fc04115,occ_monthly,2025-12-15 08:57:03.315 UTC,2026-01-15 09:00:44.855 UTC,DE,EUR,49,0,paid
6909b0deb5ed73ade7c8c10b,68b9b38cd3186b31e1ba5b6d,occ_bimonthly,2025-11-04 07:53:02.853 UTC,2026-01-04 14:41:52.218 UTC,DE,EUR,98,0,paid
69609111b11cafc3d73dd6d2,69609111b11cafc3d73dd672,occ_bimonthly,2026-01-09 05:24:33.776 UTC,2026-01-12 21:59:21.004 UTC,DE,EUR,47,0,paid
6950e4cc98385695f1b2b750,63df95741a0b900029cb0311,occ_monthly,2025-12-28 08:05:32.075 UTC,2026-01-28 18:35:07.817 UTC,DE,EUR,49,0,paid
690a6733fd5be37c606654a8,6905d897d48f9c066d2dbd47,occ_bimonthly,2025-11-04 20:50:59.348 UTC,2026-01-05 12:18:37.285 UTC,DE,EUR,98,0,paid
6910400bfd5be37c60081448,6820c3e6d4f4e2be73bd36ee,occ_bimonthly,2025-11-09 07:17:31.966 UTC,2026-01-09 11:06:02.715 UTC,DE,EUR,88,0,paid
691d73a03c472cf26ea71af3,67f4f1dbdcb36afed767b57c,occ_bimonthly,2025-11-19 07:37:04.419 UTC,2026-01-19 12:13:20.761 UTC,DE,EUR,98,0,paid
6963900a089de1ebe9d2bf77,69639009e931ffe8bf71eb23,occ_bimonthly,2026-01-11 11:56:58.707 UTC,2026-01-11 12:52:44.793 UTC,DE,EUR,47,0,paid
690eeee6fd5be37c6059852b,65c8b680b142560027da898b,occ_bimonthly,2025-11-08 07:19:02.436 UTC,2026-01-12 12:06:07.017 UTC,DE,EUR,98,0,paid
69791e715b9bbdc977120887,653d66c8c4248a0028b552e1,occ_bimonthly,2026-01-27 20:22:09.762 UTC,2026-01-28 15:36:50.927 UTC,DE,EUR,88,0,partially_paid
69160da0fd5be37c60cb0e5f,69160cb661a2a196d9a718ee,occ_bimonthly,2025-11-13 16:56:00.854 UTC,2026-01-13 12:44:03.873 UTC,DE,EUR,98,0,paid
69775dfa03ddfca532362885,69775df98483830cf1af2152,occ_bimonthly,2026-01-26 12:28:42.428 UTC,,DE,EUR,52,26,partially_paid
6921636f3c472cf26e9ed075,65c7cec1b142560027da815e,occ_bimonthly,2025-11-22 07:17:03.582 UTC,2026-01-22 10:26:19.743 UTC,DE,EUR,88,0,paid
6912ecc7fd5be37c605b7323,68a2584abb043c04ea0239cb,occ_bimonthly,2025-11-11 07:59:03.065 UTC,2026-01-11 08:35:19.477 UTC,DE,EUR,88,0,paid
6908e7d7b5ed73ade73ec7a3,68da224f4f6a58c4cac2a17e,occ_bimonthly,2025-11-03 17:35:19.478 UTC,2026-01-04 09:33:09.075 UTC,DE,EUR,94.9,0,paid
697df966a4de559da15a6b68,697df965535c00767cd219ea,occ_bimonthly,2026-01-31 12:45:26.739 UTC,2026-01-31 15:43:16.444 UTC,DE,EUR,52,0,partially_paid
6916e64ffd5be37c6063261a,6916e43bd73937f16ca33622,occ_bimonthly,2025-11-14 08:20:31.71 UTC,2026-01-14 12:52:51.688 UTC,DE,EUR,98,0,paid
69074262b5ed73ade7be6efe,67288ff6e191067b0d0780b6,occ_bimonthly,2025-11-02 11:37:06.755 UTC,2026-01-02 11:33:54.631 UTC,DE,EUR,88,0,paid
6927fbde3c472cf26ea3b25e,65d7621d72be7e002947bff3,occ_bimonthly,2025-11-27 07:21:03.001 UTC,2026-01-27 07:50:19.159 UTC,DE,EUR,88,0,partially_paid
6936810e3c472cf26eb148b0,673f67532cbdaeaeb9e2788d,occ_monthly,2025-12-08 07:41:02.911 UTC,2026-01-02 08:55:08.37 UTC,DE,EUR,34,0,paid
68eb4d7f08c4c1f738fdf41e,651e969db57e16002ad8bf92,occ_bimonthly,2025-10-12 06:41:03.577 UTC,2026-01-19 10:35:12.441 UTC,DE,EUR,88,0,paid
691d70563c472cf26ea20132,682b6865f7314e9644f962a0,occ_bimonthly,2025-11-19 07:23:02.452 UTC,2026-01-20 13:10:57.769 UTC,DE,EUR,88,0,paid
694f909a98385695f1696233,64ff13bb6d372b00288d92f3,occ_monthly,2025-12-27 07:54:02.85 UTC,2026-01-27 19:02:57.454 UTC,DE,EUR,49,0,paid
6929b0a83c472cf26efbb78c,65d219b3b866a40029e529d8,occ_bimonthly,2025-11-28 14:24:40.504 UTC,2026-01-28 13:16:19.339 UTC,DE,EUR,98,0,partially_paid
69085ee7b5ed73ade76d86f9,66d0d51e7d39bccffe7c0e45,occ_bimonthly,2025-11-03 07:51:03.88 UTC,2026-01-09 12:05:37.335 UTC,DE,EUR,88,0,paid
6908554bb5ed73ade760d166,6888e634e0f94ab5155cf8a3,occ_bimonthly,2025-11-03 07:10:03.417 UTC,2026-01-06 13:06:59.463 UTC,DE,EUR,102.9,0,paid
693fc1e23c472cf26ee276f0,60a403319a4e0900248fc1b1,occ_monthly,2025-12-15 08:08:02.964 UTC,2026-01-15 08:50:23.789 UTC,DE,EUR,49,0,paid
6914391ffd5be37c60b83041,65688c891ff0860027bed922,occ_bimonthly,2025-11-12 07:37:03.697 UTC,2026-01-12 12:14:07.108 UTC,DE,EUR,88,0,paid
69762209b76be2bb7f3634fe,5f66468d7d6219002390cd75,occ_bimonthly,2026-01-25 14:00:41.746 UTC,2026-01-26 09:12:10.775 UTC,DE,EUR,62,0,partially_paid
695a92e2546c9dcf68525368,68eaa76b039cb76c814dcc8f,occ_bimonthly,2026-01-04 16:18:42.859 UTC,2026-01-05 10:08:32.799 UTC,DE,EUR,52,0,paid
690da3f7fd5be37c60525343,63762aeaca7fd90027df5dd6,occ_bimonthly,2025-11-07 07:47:03.234 UTC,2026-01-07 10:48:29.031 UTC,DE,EUR,98,0,paid
69085d06b5ed73ade76a8f2e,683807e522f8a663155438d6,occ_bimonthly,2025-11-03 07:43:02.173 UTC,2026-01-05 12:42:21.437 UTC,DE,EUR,88,0,paid
696b3dc53f174817c023b28a,67859dc4a601fa424d7b0e18,occ_bimonthly,2026-01-17 07:44:05.191 UTC,2026-01-27 06:53:34.927 UTC,DE,EUR,52,0,partially_paid
696e42eb6b2c86a53b1139a5,6422b8dc8ef296002966d9ab,occ_bimonthly,2026-01-19 14:42:51.269 UTC,2026-01-19 15:53:56.966 UTC,DE,EUR,98,0,paid
6917129dfd5be37c60ac3c1f,691711b76e6ab88df5361655,occ_bimonthly,2025-11-14 11:29:33.626 UTC,2026-01-16 11:46:16.102 UTC,DE,EUR,62,0,paid
69294d223c472cf26e1f553b,62dc190c22f7580026094c93,occ_monthly,2025-11-28 07:20:02.834 UTC,2026-01-30 16:01:02.179 UTC,DE,EUR,49,0,paid
68f72b77f2903a2bbe4329f3,615b52c1651ee10025ff181d,occ_bimonthly,2025-10-21 06:43:03.473 UTC,2026-01-12 13:26:57.617 UTC,DE,EUR,88,0,paid
69183213fd5be37c6073f59f,6554d79007fa1a0029d6a6cb,occ_bimonthly,2025-11-15 07:56:03.945 UTC,2026-01-15 13:12:46.377 UTC,DE,EUR,88,0,paid
6970ffc1665e65759635d695,6970ffc0c98ef6a209f33e16,occ_bimonthly,2026-01-21 16:33:05.931 UTC,2026-01-22 06:54:43.169 UTC,DE,EUR,52,0,paid
6916d6f7fd5be37c604749bd,65d64471f2b8be0029f0a5c2,occ_bimonthly,2025-11-14 07:15:03.837 UTC,2026-01-14 13:32:12.501 UTC,DE,EUR,88,0,paid
693e73aa3c472cf26e07bd5f,67afb5058a0a27f51a18490d,occ_monthly,2025-12-14 08:22:02.936 UTC,2026-01-14 13:42:15.913 UTC,DE,EUR,49,0,paid
6916d734fd5be37c6047a7ab,68c6e82c56901bac0b4c7319,occ_bimonthly,2025-11-14 07:16:04.44 UTC,2026-01-14 07:40:13.165 UTC,DE,EUR,88,0,paid
697d16f9665ce5ddc2f078bc,67db31aebb0ec6cc85cc1049,occ_bimonthly,2026-01-30 20:39:21.558 UTC,2026-01-31 08:06:35.212 UTC,DE,EUR,70,11.55,partially_paid
696ff324b86cbc6cc9d85a9b,696ff324d56c6bf1241f7502,occ_bimonthly,2026-01-20 21:27:00.798 UTC,2026-01-21 09:19:59.03 UTC,DE,EUR,52,0,paid
696f3a87a3dcc3a9bc297bc7,661440ba01c53600294da15b,occ_bimonthly,2026-01-20 08:19:19.34 UTC,2026-01-20 09:03:56.031 UTC,DE,EUR,59,0,paid
6909a7f7b5ed73ade7bb9a09,67798b3fd47289527fd4f9c1,occ_bimonthly,2025-11-04 07:15:03.431 UTC,2026-01-06 11:12:37.448 UTC,DE,EUR,88,0,paid
696a214406652ac8722f1731,61a108dcb1f9130024abf365,occ_bimonthly,2026-01-16 11:30:12.59 UTC,2026-01-19 09:40:46.149 UTC,DE,EUR,88,0,paid
6969cb6c0dbab5889c068e5b,67a2f80aa3796c3fd1a28548,occ_bimonthly,2026-01-16 05:23:56.108 UTC,2026-01-17 07:04:47.792 UTC,DE,EUR,59,0,paid
69255dcc3c472cf26ec3dc63,6832f551df678933aea54257,occ_bimonthly,2025-11-25 07:42:04.204 UTC,2026-01-25 15:29:50.474 UTC,DE,EUR,88,0,partially_paid
69656c1e089de1ebe9f43d49,69656c1dad025447b3be28a7,occ_bimonthly,2026-01-12 21:48:14.813 UTC,2026-01-13 09:15:43.312 UTC,DE,EUR,59,0,partially_paid
68e6176d08c4c1f738ba0dae,68e616800f6e05b38c3d7934,occ_bimonthly,2025-10-08 07:49:01.459 UTC,2026-01-13 10:30:18.923 UTC,DE,EUR,88,0,paid
6922b3873c472cf26e56dcbf,67dfdb449322f667400ca09e,occ_bimonthly,2025-11-23 07:11:03.062 UTC,2026-01-23 14:54:58.639 UTC,DE,EUR,88,0,paid
6956b344420beed6ff0830a9,660099d3b34dcd0029957740,occ_bimonthly,2026-01-01 17:47:48.699 UTC,2026-01-11 14:36:32.298 UTC,DE,EUR,70,0,paid
69539e0f54a0625424c72274,646fc9dcd0bbe100286bde28,occ_bimonthly,2025-12-30 09:40:31.678 UTC,2026-01-07 11:12:10.516 UTC,DE,EUR,52,0,paid
690861f3b5ed73ade7727c67,65eb174a6cf8a800299a8989,occ_bimonthly,2025-11-03 08:04:03.568 UTC,2026-01-05 14:04:57.235 UTC,DE,EUR,88,0,paid
695cfc58b92ce936628c2d9c,695cfc5748b0427d8747b48f,occ_bimonthly,2026-01-06 12:13:12.608 UTC,2026-01-06 13:11:09.617 UTC,DE,EUR,52,0,paid
692c336b3c472cf26e62843d,692c30a1fcb15a12e88d01a6,occ_bimonthly,2025-11-30 12:07:07.868 UTC,2026-01-30 07:31:13.618 UTC,DE,EUR,88,0,partially_paid
692230903c472cf26e29e3fa,670188c582ea4e6050abaacf,occ_bimonthly,2025-11-22 21:52:16.292 UTC,2026-01-23 13:17:50.241 UTC,DE,EUR,92.9,0,paid
691ecb723c472cf26e08b008,6206822ff33d8b00257b1472,occ_bimonthly,2025-11-20 08:04:02.977 UTC,2026-01-21 20:36:11.651 UTC,DE,EUR,88,0,paid
6929520e3c472cf26e274599,66fb0c6dec821461e1b7931a,occ_bimonthly,2025-11-28 07:41:02.619 UTC,2026-01-28 20:35:07.477 UTC,DE,EUR,88,0,partially_paid
692163ab3c472cf26e9f2c69,68d19f1fadca9109b9cbef82,occ_bimonthly,2025-11-22 07:18:03.45 UTC,2026-01-22 11:13:41.409 UTC,DE,EUR,88,0,paid
6943bb4f98385695f1471738,63060e45b68e7d00284a368d,occ_monthly,2025-12-18 08:29:03.395 UTC,2026-01-18 19:46:13.025 UTC,DE,EUR,49,0,paid
